EwEVersion,"6.6.15613.0 (compiled 02/10/2018)"
61,0.001004952,0.001968207,0.003058193,0.001141423,0.05897394,0.1993636,0.05324822,0.1823689,0.192868,0.2636796,7.485618,4.082642,0.04463762,0.02477626,0.12347,0.4450455,15.50121,0.03407143,0.07909509,0.02104505,0.0646665,1.822788,0.4791209,0.191734,0.94181,0.4859376,1.958758,0.04684715,8.525312,15.3015,0.147442,2.044609,0.8604506,9.607651,15.23178,2.018173,100.8948
62,0.001005371,0.001970172,0.003069995,0.001148828,0.05866659,0.1997818,0.05269206,0.1797861,0.1910608,0.2581379,7.550047,4.141671,0.04326137,0.02341554,0.1204618,0.4383873,15.81358,0.03340964,0.07649095,0.02037687,0.06076028,1.833391,0.4778256,0.1912305,0.9411256,0.4894553,1.958837,0.0447403,8.518898,15.30077,0.1478081,2.045437,0.8570384,9.603045,15.23471,2.01831,100.908
63,0.001005815,0.001972296,0.003082178,0.001156434,0.05837655,0.200306,0.05215409,0.177296,0.1893298,0.2528851,7.613012,4.200837,0.04193724,0.02214126,0.1175774,0.4322383,16.12734,0.03276733,0.07399774,0.01973441,0.05710133,1.844069,0.4765351,0.1907327,0.9404598,0.4930639,1.958961,0.0427427,8.512386,15.29987,0.1481425,2.046255,0.8537197,9.598595,15.23749,2.018433,100.9203
64,0.001006286,0.001974575,0.00309474,0.001164242,0.05810346,0.2009352,0.05163378,0.1748937,0.1876722,0.247907,7.674387,4.260043,0.04066297,0.02094737,0.1148113,0.4265791,16.44228,0.03214387,0.07161002,0.01911655,0.05367304,1.8548,0.475251,0.1902407,0.9398089,0.4967566,1.959088,0.04084736,8.50572,15.29888,0.1484476,2.047063,0.850481,9.594282,15.24013,2.018544,100.9319
65,0.001006783,0.001977006,0.003107678,0.001172254,0.05784697,0.2016685,0.05113056,0.1725747,0.1860855,0.24319,7.734053,4.319191,0.03943638,0.01982828,0.1121585,0.4213918,16.75817,0.03153862,0.06932258,0.01852223,0.05046002,1.865563,0.4739751,0.1897548,0.9391714,0.5005272,1.959191,0.03904787,8.498868,15.29788,0.148726,2.047861,0.8473138,9.590094,15.24266,2.018648,100.943
66,0.001007308,0.001979588,0.003120991,0.00118047,0.05760672,0.202505,0.0506439,0.1703344,0.1845675,0.2387213,7.791894,4.378179,0.03825541,0.01877881,0.1096141,0.4166599,17.07478,0.03095099,0.0671305,0.01795045,0.04744798,1.87634,0.4727084,0.1892747,0.938547,0.5043696,1.959244,0.03733831,8.491817,15.29693,0.14898,2.048648,0.8442127,9.586012,15.2451,2.018746,100.9537
67,0.001007859,0.001982316,0.003134676,0.001188892,0.05738235,0.2034438,0.0501733,0.1681682,0.1831155,0.2344887,7.847803,4.436904,0.0371181,0.01779415,0.1071734,0.4123679,17.39188,0.03038036,0.06502912,0.01740024,0.04462362,1.88711,0.471452,0.1888005,0.9379352,0.5082779,1.959233,0.03571321,8.484569,15.29608,0.1492117,2.049424,0.8411751,9.582024,15.24744,2.01884,100.9639
68,0.001008438,0.001985189,0.003148732,0.001197521,0.05717351,0.2044843,0.04971824,0.1660719,0.1817275,0.2304808,7.901677,4.495261,0.03602254,0.01686984,0.1048321,0.4085018,17.70926,0.02982617,0.06301403,0.01687068,0.04197463,1.897858,0.4702065,0.188332,0.9373358,0.5122466,1.959145,0.03416751,8.477137,15.29534,0.1494235,2.05019,0.8382003,9.578116,15.24971,2.018932,100.9739
69,0.001009044,0.001988202,0.003163157,0.001206359,0.05697986,0.2056259,0.04927825,0.1640415,0.1804011,0.2266867,7.953425,4.553141,0.03496695,0.01600178,0.1025859,0.4050488,18.02666,0.02928785,0.06108104,0.01636089,0.03948952,1.908567,0.4689725,0.1878692,0.9367481,0.5162703,1.958972,0.03269654,8.469542,15.29474,0.149617,2.050946,0.8352883,9.574284,15.25192,2.019023,100.9835
70,0.001009677,0.001991353,0.003177949,0.001215405,0.05680107,0.206868,0.04885285,0.1620731,0.1791342,0.223096,8.002964,4.610435,0.03394959,0.01518612,0.1004306,0.401997,18.34389,0.02876487,0.0592262,0.01587003,0.03715763,1.919222,0.4677507,0.1874118,0.9361715,0.5203439,1.958711,0.03129594,8.461808,15.29427,0.1497943,2.05169,0.8324406,9.570518,15.25407,2.019114,100.9929
71,0.001010337,0.001994637,0.003193104,0.001224661,0.05663679,0.2082101,0.0484416,0.1601632,0.1779246,0.2196988,8.05022,4.667033,0.03296883,0.01441933,0.09836251,0.3993355,18.66069,0.0282567,0.05744574,0.0153973,0.03496903,1.929808,0.4665413,0.1869599,0.9356053,0.5244623,1.95836,0.02996169,8.453965,15.29395,0.1499568,2.052424,0.8296583,9.56682,15.25616,2.019205,101.0021
72,0.00101102,0.001998041,0.003208603,0.001234108,0.0564852,0.2096398,0.0480427,0.1583086,0.1767661,0.2164613,8.095137,4.723011,0.03202246,0.01369764,0.09637709,0.3970547,18.97686,0.02776255,0.05573612,0.01494193,0.03291448,1.940315,0.465345,0.1865131,0.9350534,0.5286126,1.957919,0.02869004,8.446044,15.2938,0.1501063,2.053147,0.8269458,9.563292,15.25825,2.019297,101.0113
73,0.001011719,0.00200154,0.003224413,0.001243718,0.05634384,0.2111391,0.04765387,0.1565061,0.1756504,0.2133428,8.13765,4.778607,0.03110821,0.01301747,0.09446986,0.3951455,19.29217,0.02728159,0.05409398,0.0145032,0.03098538,1.950732,0.4641622,0.1860714,0.9345255,0.532776,1.957389,0.0274775,8.438076,15.29392,0.1502442,2.053859,0.8243082,9.560066,15.26037,2.01939,101.0207
74,0.001012433,0.002005132,0.003240535,0.001253494,0.05621308,0.212711,0.04727536,0.1547531,0.1745779,0.2103498,8.177688,4.833756,0.03022512,0.01237637,0.09263786,0.3935998,19.60637,0.0268135,0.05251612,0.0140804,0.02917369,1.961048,0.4629937,0.1856347,0.9340274,0.5369475,1.956774,0.0263208,8.430092,15.29433,0.1503719,2.054561,0.8217472,9.557048,15.26247,2.019484,101.0304
75,0.001013161,0.002008813,0.003256967,0.001263439,0.05609296,0.2143569,0.04690711,0.1530469,0.1735479,0.2074817,8.215212,4.888413,0.02937205,0.0117719,0.09087806,0.3924101,19.91924,0.02635791,0.05099952,0.01367288,0.02747195,1.971256,0.4618399,0.1852028,0.9335597,0.541123,1.956077,0.02521693,8.422123,15.29503,0.1504907,2.055254,0.8192663,9.554171,15.26451,2.019578,101.0401
76,0.001013903,0.002012579,0.003273708,0.001273552,0.05598328,0.2160767,0.04654897,0.1513851,0.1725587,0.204733,8.250273,4.942545,0.02854776,0.01120172,0.08918747,0.3915702,20.23055,0.02591443,0.04954131,0.01327998,0.02587316,1.981346,0.4607012,0.1847757,0.9331209,0.5452984,1.955303,0.02416304,8.414202,15.296,0.1506016,2.055937,0.8168786,9.551416,15.26647,2.019674,101.0496
77,0.001014653,0.002016388,0.003290712,0.001283791,0.05588229,0.2178572,0.04620069,0.1497656,0.1715955,0.2020584,8.285039,4.99613,0.02774939,0.01066285,0.0875625,0.3910744,20.54012,0.02548238,0.04813879,0.01290112,0.02437084,1.991322,0.4595799,0.1843532,0.9327481,0.5494633,1.954457,0.02315654,8.406366,15.29748,0.150706,2.056612,0.8149329,9.54962,15.26811,2.01977,101.0592
78,0.001015412,0.00202024,0.003307984,0.001294163,0.05579023,0.219701,0.045862,0.1481865,0.1706614,0.1994686,8.319458,5.049114,0.02697661,0.01015364,0.08600064,0.3909178,20.84772,0.02506148,0.04678942,0.01253569,0.02295892,2.001184,0.4584781,0.1839353,0.9324438,0.5536157,1.953542,0.02219496,8.398655,15.29942,0.150805,2.05728,0.8133459,9.548203,15.26944,2.019867,101.0677
79,0.00101618,0.002024137,0.003325524,0.001304672,0.05570714,0.2216094,0.04553262,0.1466459,0.1697577,0.1969662,8.353498,5.101467,0.02622877,0.009672386,0.08449937,0.3910961,21.15314,0.02465141,0.04549075,0.01218315,0.02163172,2.010931,0.4573976,0.1835219,0.9321954,0.5577531,1.95256,0.02127599,8.391092,15.30166,0.1508993,2.057941,0.812039,9.546862,15.27054,2.019964,101.075
80,0.001016956,0.002028078,0.003343334,0.001315322,0.05563295,0.2235832,0.04521228,0.145142,0.1688844,0.1945507,8.387133,5.153166,0.02550506,0.009217407,0.08305623,0.3916057,21.45617,0.02425184,0.04424046,0.01184297,0.02038393,2.020556,0.4563401,0.183113,0.9319825,0.5618727,1.951513,0.02039743,8.383692,15.30404,0.1509895,2.058595,0.8109426,9.545461,15.27151,2.020061,101.0813
81,0.001017741,0.002032064,0.003361414,0.001326114,0.05556752,0.2256225,0.04490069,0.1436734,0.1680411,0.1922201,8.420343,5.204199,0.02480462,0.008787114,0.08166884,0.392444,21.75661,0.02386243,0.04303635,0.01151463,0.01921058,2.030056,0.4553065,0.1827085,0.9317845,0.5659716,1.950402,0.01955724,8.376463,15.3064,0.1510761,2.059242,0.8099986,9.543952,15.27243,2.020157,101.0868
82,0.001018534,0.002036095,0.003379763,0.00133705,0.0555107,0.2277273,0.04459758,0.1422385,0.1672273,0.1899715,8.453114,5.254553,0.02412663,0.008380011,0.08033492,0.3936086,22.05428,0.02348286,0.04187633,0.01119765,0.01810705,2.039426,0.4542978,0.1823083,0.9315854,0.570047,1.94923,0.01875348,8.369408,15.30863,0.1511594,2.059881,0.8091609,9.542345,15.27335,2.020254,101.092
83,0.001019336,0.00204017,0.003398381,0.001348129,0.05546233,0.2298977,0.0443027,0.1408361,0.1664423,0.1878022,8.485429,5.304221,0.02347024,0.007994693,0.07905226,0.3950979,22.34897,0.0231128,0.04075843,0.01089155,0.017069,2.048661,0.4533141,0.1819124,0.9313755,0.5740964,1.948001,0.01798434,8.362524,15.31071,0.1512395,2.060513,0.8083948,9.540665,15.27428,2.020349,101.0971
84,0.001020146,0.00204429,0.00341727,0.001359353,0.05544719,0.2322723,0.04403957,0.1395066,0.1657785,0.1859886,8.518001,5.354119,0.02286039,0.007647052,0.07790986,0.3976247,22.64029,0.02277242,0.0397522,0.01060785,0.01612866,2.057752,0.4523557,0.1815207,0.9311514,0.5786242,1.94754,0.01731015,8.355969,15.31258,0.1513164,2.061136,0.8076705,9.538939,15.27523,2.020443,101.1022
85,0.001020965,0.002048455,0.003436429,0.001370724,0.05544013,0.2347136,0.04378387,0.1382063,0.1651414,0.1842441,8.550015,5.403257,0.02226925,0.007317162,0.07681187,0.4004802,22.92787,0.0224403,0.03878067,0.01033355,0.01524194,2.066689,0.4514224,0.1811332,0.930914,0.5831016,1.946926,0.01666205,8.349524,15.31426,0.1513897,2.061752,0.8069675,9.537214,15.27621,2.020535,101.1074
86,0.001021792,0.002052666,0.003455857,0.00138224,0.05544098,0.2372216,0.04353535,0.1369341,0.1645301,0.1825657,8.581468,5.45163,0.02169614,0.007003971,0.07575645,0.4036658,23.21151,0.02211617,0.03784236,0.01006827,0.01440563,2.075471,0.4505138,0.1807499,0.9306678,0.5875292,1.946163,0.01603899,8.343182,15.31581,0.1514597,2.062359,0.8062765,9.535521,15.2772,2.020626,101.1127
87,0.001022628,0.002056921,0.003475554,0.001393903,0.05544958,0.2397959,0.04329379,0.1356888,0.1639437,0.1809508,8.612352,5.499235,0.02114038,0.006706504,0.07474183,0.407183,23.49101,0.02179978,0.0369358,0.009811647,0.01361673,2.084097,0.4496295,0.1803707,0.9304183,0.5919066,1.94526,0.0154399,8.336942,15.3173,0.1515267,2.062958,0.8055928,9.533869,15.27819,2.020714,101.1181
88,0.001023471,0.002061219,0.003495519,0.001405713,0.05546574,0.2424362,0.04305893,0.1344697,0.1633817,0.179397,8.642664,5.546067,0.02060135,0.006423847,0.07376635,0.4110336,23.76618,0.02149087,0.03605964,0.009563337,0.01287243,2.092565,0.4487689,0.1799957,0.9301703,0.5962328,1.944228,0.01486375,8.330803,15.31877,0.1515907,2.063548,0.8049143,9.532267,15.27916,2.020801,101.1236
89,0.001024323,0.002065561,0.00351575,0.001417668,0.0554893,0.245142,0.04283056,0.1332757,0.1628432,0.1779019,8.672398,5.592123,0.02007842,0.006155148,0.07282837,0.4152199,24.0368,0.02118919,0.03521255,0.009323005,0.01217011,2.100875,0.4479314,0.1796247,0.9299276,0.6005065,1.943079,0.01430956,8.324767,15.32024,0.1516519,2.06413,0.8042409,9.530712,15.28012,2.020886,101.1291
90,0.001025182,0.002069945,0.003536246,0.00142977,0.05552011,0.2479128,0.04260845,0.132106,0.1623276,0.1764635,8.701549,5.6374,0.01957104,0.005899609,0.07192633,0.4197442,24.30269,0.02089451,0.03439329,0.009090332,0.01150728,2.109024,0.4471162,0.1792578,0.929692,0.6047263,1.941825,0.01377641,8.318839,15.32174,0.1517106,2.064704,0.8035731,9.529199,15.28105,2.02097,101.1346
91,0.001026049,0.002074371,0.003557005,0.001442019,0.055558,0.2507482,0.0423924,0.1309596,0.1618341,0.1750797,8.730113,5.681896,0.01907863,0.00565648,0.07105874,0.4246092,24.56363,0.02060659,0.03360067,0.008865016,0.01088164,2.117013,0.4463228,0.1788949,0.9294643,0.6088905,1.940477,0.0132634,8.313022,15.32327,0.1517669,2.065271,0.802912,9.527722,15.28196,2.021052,101.14
92,0.001026923,0.002078839,0.003578027,0.001454413,0.05560281,0.2536475,0.04218218,0.1298359,0.1613622,0.1737484,8.758087,5.725608,0.01860067,0.005425062,0.07022413,0.429818,24.81942,0.02032522,0.03283355,0.008646763,0.01029101,2.12484,0.4455504,0.178536,0.929244,0.6129975,1.939047,0.01276969,8.307321,15.32482,0.1518208,2.065829,0.8022584,9.526278,15.28285,2.021132,101.1454
93,0.001027805,0.002083347,0.00359931,0.001466954,0.05565439,0.2566102,0.0419776,0.1287341,0.1609111,0.1724677,8.785469,5.768535,0.01813664,0.005204696,0.06942111,0.4353736,25.06986,0.02005018,0.03209084,0.008435295,0.009733343,2.132505,0.4447982,0.1781809,0.9290303,0.6170456,1.937543,0.01229447,8.301741,15.32639,0.1518726,2.066379,0.8016131,9.524859,15.28372,2.021211,101.1508
94,0.001028694,0.002087895,0.003620853,0.001479641,0.05571257,0.2596354,0.04177846,0.1276534,0.1604801,0.1712359,8.812255,5.810675,0.01768604,0.004994765,0.06864833,0.4412794,25.31474,0.01978126,0.03137152,0.008230344,0.009206729,2.140008,0.4440657,0.1778299,0.9288223,0.6210332,1.935975,0.01183697,8.296287,15.32796,0.1519223,2.066922,0.8009769,9.52347,15.28458,2.021288,101.1561
95,0.001029589,0.002092483,0.003642653,0.001492474,0.05577721,0.2627225,0.04158457,0.1265932,0.1600687,0.1700511,8.838444,5.852027,0.01724841,0.004794691,0.06790447,0.4475388,25.55387,0.01951826,0.03067459,0.008031654,0.008709367,2.147351,0.4433522,0.1774826,0.9286194,0.6249588,1.93435,0.01139648,8.290962,15.32954,0.1519701,2.067456,0.8003504,9.522104,15.28541,2.021364,101.1614
96,0.001030492,0.002097109,0.003664709,0.001505452,0.05584814,0.2658706,0.04139572,0.1255528,0.1596761,0.1689116,8.864035,5.892591,0.01682329,0.004603929,0.06718828,0.4541553,25.78703,0.01926099,0.02999912,0.007838978,0.008239567,2.154532,0.442657,0.1771393,0.9284208,0.6288211,1.932673,0.01097229,8.285769,15.33111,0.152016,2.067984,0.7997342,9.520763,15.28623,2.021438,101.1667
97,0.001031401,0.002101774,0.003687019,0.001518575,0.05592522,0.2690788,0.04121174,0.1245317,0.1593019,0.1678158,8.889027,5.932368,0.01641025,0.004421969,0.06649851,0.4611323,26.01402,0.01900924,0.02934421,0.007652082,0.007795741,2.161554,0.4419796,0.1767997,0.9282263,0.6326186,1.930952,0.01056375,8.28071,15.33267,0.1520602,2.068503,0.7991288,9.519449,15.28704,2.021511,101.1719
98,0.001032316,0.002106477,0.003709582,0.001531843,0.05600828,0.2723462,0.04103244,0.1235292,0.1589452,0.1667621,8.91342,5.971357,0.01600886,0.004248331,0.06583399,0.4684734,26.23465,0.01876285,0.028709,0.007470739,0.007376395,2.168417,0.4413193,0.176464,0.9280356,0.6363502,1.92919,0.01017024,8.275786,15.33422,0.1521027,2.069015,0.7985343,9.518163,15.28783,2.021583,101.1771
99,0.001033238,0.002111216,0.003732395,0.001545255,0.05609716,0.2756717,0.04085764,0.1225449,0.1586056,0.1657491,8.937215,6.00956,0.01561872,0.004082564,0.06519354,0.476182,26.4487,0.01852163,0.02809268,0.007294732,0.006980128,2.175122,0.4406756,0.176132,0.9278488,0.6400147,1.92739,0.009791142,8.270999,15.33576,0.1521436,2.06952,0.7979512,9.516905,15.2886,2.021652,101.1823
100,0.001034165,0.002115992,0.003755456,0.001558811,0.05619173,0.2790541,0.04068717,0.1215782,0.1582824,0.1647752,8.960414,6.046977,0.01523944,0.003924245,0.06457605,0.4842613,26.65598,0.01828541,0.02749446,0.007123854,0.00660562,2.181672,0.4400481,0.1758038,0.9276661,0.6436112,1.925558,0.009425902,8.266349,15.33729,0.152183,2.070017,0.7973798,9.515675,15.28936,2.02172,101.1874
101,0.001035099,0.002120804,0.003778762,0.001572511,0.05629181,0.2824923,0.04052084,0.1206287,0.1579749,0.163839,8.983018,6.083609,0.01487065,0.003772976,0.06398042,0.4927143,26.8563,0.01805402,0.0269136,0.006957905,0.006251631,2.188067,0.4394362,0.1754792,0.9274875,0.6471387,1.923694,0.009073972,8.261835,15.3388,0.152221,2.070507,0.79682,9.514471,15.2901,2.021787,101.1925
102,0.001036039,0.00212565,0.003802311,0.001586353,0.05639725,0.2859849,0.04035849,0.1196958,0.1576827,0.1629391,9.005029,6.119459,0.014512,0.00362838,0.06340558,0.5015439,27.04945,0.0178273,0.02634938,0.006796695,0.005916995,2.19431,0.4388394,0.1751584,0.9273131,0.6505964,1.921802,0.008734834,8.257458,15.3403,0.1522577,2.07099,0.7962723,9.5133,15.29082,2.021852,101.1975
103,0.001036984,0.002130533,0.003826102,0.001600337,0.05652532,0.289649,0.04021483,0.1188036,0.1574657,0.1622414,9.026978,6.155261,0.01417406,0.003495498,0.0629009,0.5113812,27.23505,0.01761594,0.02583295,0.006645165,0.005609261,2.200401,0.4382573,0.1748413,0.927143,0.6543761,1.920437,0.008428711,8.253327,15.34175,0.1522929,2.071466,0.7957335,9.512146,15.29152,2.021915,101.2026
104,0.001037935,0.00213545,0.003850133,0.001614464,0.05665853,0.2933662,0.04007469,0.1179268,0.1572627,0.1615769,9.048286,6.190238,0.01384509,0.003368214,0.0624141,0.5216199,27.41274,0.01740868,0.02533052,0.006497791,0.005317847,2.206338,0.4376895,0.1745278,0.9269767,0.6580672,1.918975,0.008132816,8.249301,15.34316,0.1523266,2.071935,0.7952016,9.511023,15.29221,2.021977,101.2075
105,0.001038892,0.002140402,0.0038744,0.001628731,0.05679667,0.2971351,0.03993792,0.117065,0.1570729,0.160944,9.06896,6.224396,0.01352477,0.003246236,0.06194419,0.5322624,27.58232,0.01720536,0.02484153,0.006354408,0.005041848,2.212125,0.4371355,0.1742179,0.9268145,0.6616709,1.917418,0.007846799,8.245378,15.34453,0.1523589,2.072396,0.7946773,9.509932,15.29289,2.022036,101.2125
106,0.001039854,0.002145388,0.003898901,0.001643138,0.05693961,0.3009537,0.03980433,0.1162179,0.1568957,0.1603416,9.089005,6.257738,0.01321281,0.003129289,0.06149019,0.5433104,27.74359,0.01700585,0.02436541,0.006214862,0.004780416,2.217764,0.436595,0.1739117,0.926657,0.6651882,1.915768,0.007570317,8.241561,15.34589,0.1523898,2.072851,0.7941615,9.508871,15.29355,2.022094,101.2174
107,0.001040821,0.002150408,0.003923631,0.001657684,0.05708715,0.3048203,0.03967376,0.1153849,0.1567306,0.1597684,9.108424,6.290266,0.01290893,0.003017115,0.06105117,0.5547646,27.89635,0.01681001,0.02390164,0.006079002,0.004532751,2.223258,0.4360675,0.173609,0.9265041,0.6686194,1.914033,0.007303038,8.237849,15.34724,0.1524196,2.073299,0.7936552,9.507845,15.29419,2.022151,101.2222
108,0.001041793,0.00215546,0.003948588,0.001672367,0.05723912,0.3087326,0.03954603,0.1145659,0.1565768,0.1592233,9.127226,6.321986,0.01261285,0.002909472,0.0606262,0.5666249,28.04043,0.01661772,0.02344971,0.005946686,0.004298099,2.228608,0.4355526,0.17331,0.926356,0.671965,1.912219,0.007044644,8.234247,15.34858,0.1524481,2.07374,0.7931591,9.506845,15.29481,2.022205,101.227
109,0.00104277,0.002160544,0.003973767,0.001687187,0.05739537,0.3126886,0.03942098,0.1137603,0.1564339,0.1587054,9.145414,6.352901,0.01232432,0.002806131,0.06021435,0.5788904,28.17565,0.01642886,0.02300914,0.005817778,0.004075751,2.233819,0.4350501,0.1730144,0.9262125,0.6752252,1.910332,0.00679483,8.230757,15.34993,0.1524757,2.074175,0.792674,9.505875,15.29541,2.022259,101.2318
110,0.001043752,0.00216566,0.003999165,0.001702141,0.0575557,0.3166858,0.03929845,0.1129679,0.1563011,0.1582135,9.162995,6.383018,0.01204309,0.002706878,0.05981473,0.5915591,28.30183,0.01624329,0.02257946,0.005692146,0.003865039,2.23889,0.4345596,0.1727224,0.9260736,0.6784003,1.908379,0.006553302,8.227382,15.35127,0.1525022,2.074604,0.7922002,9.50493,15.296,2.02231,101.2365
111,0.001044739,0.002170807,0.004024777,0.001717229,0.05771995,0.3207218,0.03917828,0.1121883,0.156178,0.1577467,9.179976,6.41234,0.01176893,0.00261151,0.05942646,0.6046278,28.41882,0.0160609,0.02216024,0.005569666,0.003665331,2.243826,0.4340808,0.1724338,0.9259388,0.6814907,1.906368,0.006319779,8.224126,15.35261,0.1525279,2.075026,0.7917381,9.504011,15.29657,2.022361,101.2412
112,0.00104573,0.002175984,0.0040506,0.001732449,0.05788793,0.324794,0.03906031,0.1114213,0.156064,0.157304,9.196361,6.440874,0.0115016,0.002519837,0.05904867,0.6180925,28.52645,0.01588157,0.02175105,0.005450216,0.003476034,2.248629,0.4336133,0.1721487,0.9258082,0.6844965,1.904304,0.006093992,8.220992,15.35396,0.1525527,2.075442,0.7912879,9.503113,15.29712,2.022409,101.2459
113,0.001046725,0.002181191,0.004076628,0.001747799,0.05805948,0.3288998,0.03894438,0.1106664,0.1559584,0.1568845,9.212157,6.468624,0.01124088,0.002431677,0.0586805,0.6319475,28.6246,0.0157052,0.02135148,0.005333681,0.003296587,2.253301,0.4331569,0.1718671,0.9256812,0.6874182,1.902191,0.005875681,8.217984,15.35529,0.1525768,2.075852,0.7908496,9.502238,15.29766,2.022457,101.2505
114,0.001047724,0.002186426,0.004102858,0.001763278,0.05823439,0.3330363,0.03883033,0.1099235,0.1558606,0.1564873,9.227372,6.495596,0.01098656,0.002346861,0.05832112,0.6461859,28.71312,0.01553168,0.02096114,0.005219951,0.00312646,2.257844,0.4327113,0.1715889,0.9255577,0.6902563,1.900037,0.005664597,8.215104,15.35661,0.1526002,2.076256,0.7904234,9.501389,15.29818,2.022503,101.255
115,0.001048728,0.00219169,0.004129285,0.001778884,0.05841249,0.3372006,0.03871802,0.1091923,0.1557701,0.1561116,9.242012,6.521798,0.01073844,0.002265229,0.05796969,0.6607994,28.7919,0.0153609,0.02057967,0.00510892,0.002965155,2.262262,0.4322762,0.1713141,0.9254377,0.6930113,1.897844,0.005460502,8.212356,15.35791,0.1526229,2.076654,0.7900091,9.500562,15.29869,2.022547,101.2595
116,0.001049735,0.002196981,0.004155903,0.001794615,0.0585936,0.3413896,0.0386073,0.1084724,0.1556863,0.1557563,9.256084,6.547235,0.01049632,0.00218663,0.0576254,0.6757782,28.86083,0.01519276,0.02020671,0.005000487,0.0028122,2.266556,0.4318514,0.1710426,0.9253213,0.6956838,1.895617,0.005263167,8.209741,15.35921,0.152645,2.077046,0.7896068,9.499757,15.29918,2.02259,101.264
117,0.001050747,0.0022023,0.004182708,0.001810469,0.05877751,0.3456002,0.038498,0.1077638,0.1556087,0.1554208,9.269597,6.571914,0.01026001,0.002110921,0.05728745,0.6911109,28.91984,0.01502716,0.01984191,0.004894555,0.00266715,2.27073,0.4314367,0.1707745,0.9252084,0.6982744,1.893359,0.005072373,8.207262,15.36048,0.1526665,2.077432,0.7892165,9.498978,15.29966,2.022631,101.2684
118,0.001051761,0.002207645,0.004209694,0.001826445,0.05896406,0.349829,0.03839,0.1070661,0.1555365,0.1551042,9.282557,6.595842,0.01002933,0.002037968,0.05695506,0.7067844,28.96884,0.01486402,0.01948497,0.004791031,0.002529587,2.274786,0.4310317,0.1705098,0.925099,0.700784,1.891075,0.004887907,8.204922,15.36174,0.1526875,2.077813,0.788838,9.498224,15.30012,2.022671,101.2727
119,0.00105278,0.002213017,0.004236857,0.00184254,0.05915303,0.3540727,0.03828313,0.1063791,0.1554693,0.1548057,9.294972,6.619027,0.009804116,0.001967644,0.05662746,0.7227838,29.00779,0.01470323,0.01913556,0.004689827,0.002399114,2.278727,0.4306363,0.1702483,0.9249932,0.7032134,1.888767,0.004709568,8.202721,15.36297,0.152708,2.078188,0.7884713,9.497495,15.30057,2.022709,101.277
120,0.001053802,0.002218413,0.004264191,0.001858752,0.05934424,0.3583278,0.03817727,0.1057027,0.1554065,0.1545246,9.306851,6.641475,0.009584186,0.001899828,0.05630388,0.7390926,29.03664,0.01454472,0.01879339,0.004590857,0.002275355,2.282556,0.4302503,0.1699902,0.9248912,0.7055634,1.886439,0.004537159,8.200663,15.36419,0.1527281,2.078558,0.7881165,9.496794,15.30101,2.022745,101.2813
